Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,Sector,CMP / BV,ROA 12M  %,Debt / Eq,ROE  %,Prom. Hold.  %,Earnings Yield  %,Pledged  %,Ind PE,EV  Rs.Cr.,No. Eq. Shares  Cr.,B.V.  Rs.,Inven TO,Quick Rat,Export  %,Piotski Scr,G Factor,Asset Turnover,Leverage,Unpledged Prom Hold  %,ROIC  %,Debtor days,Ind PBV,Credit Rate,WC Days,BEP  %,Graham's Number  Rs.,Cash Cycle,Days Payable,Days Receivable,Inventory Days,Public Hold  %,FII Hold  %,Chg in FII Hold  %,DII Hold  %,Chg in DII Hold  %
BMW Industries,41.1,15.1,925.11,0.49,15.57,81.14,157.52,16.1,12.01,Steel,1.54,5.85,0.39,9.43,74,9.45,0,19.08,1148.56,22.51,26.77,1.6,1.07,0,8,5,0.6,1.54,74,9.41,83.89,2.19,,185.29,11.3,40.55,268.52,41.45,83.89,226.07,26,0,0,0,0
D P Wires,676.35,20.62,917.67,0.15,11.11,45.99,265.93,32.69,31.98,Steel,4.53,18.33,0.11,23.89,74.75,6.71,0,19.08,936.2,1.36,149.31,22.41,3.27,0,7,7,5.43,1.17,74.75,22.26,26.13,2.19,,37.92,24.08,331.97,35.41,7.44,26.13,16.72,,,,,
Gandhi Spl. Tube,722.5,17.16,877.98,1.66,15.77,31.86,46.23,5.02,35.97,Steel,4.82,24.13,0,27.02,73.53,7.94,0,19.08,850,1.22,149.85,3.3,4.3,0,9,7,0.91,1.01,73.53,42.39,38.99,2.19,,71.97,33.34,376.72,168.21,9.1,38.99,138.32,24.98,1.49,0.21,0,0
Kamdhenu,303.05,18.96,816.28,0.49,12.06,20.24,208.59,9.07,23.22,Steel,4.89,12.25,0.02,20.94,58.74,7.28,0,19.08,807.81,2.69,61.96,12.79,4.04,0,8,6,2.19,2,58.74,27.75,40.93,2.19,,46.52,28.19,149.39,37.91,12.73,40.93,9.7,40.61,0.44,0.1,0.22,-0.04
Rhetan TMT Ltd,10.12,148.79,806.44,0,4,,52.78,,16.83,Steel,9.47,9.19,0.2,22.86,62.12,1.03,0,19.08,823.21,79.69,1.07,2.99,3.23,0,4,1,1.46,2.49,62.12,13.17,93.35,2.19,,170.7,7.51,1.28,186.22,29.34,93.35,122.21,37.33,0.55,0.55,0,0
Supershakti Met.,575,19.9,662.7,0.17,10.44,,370.53,,24.2,Steel,2.79,13.29,0.04,18.62,72.23,7.39,0,19.08,654.76,1.15,205.86,8.19,0.85,0.31,7,4,2.91,1.4,72.23,37.91,9.91,2.19,,27.71,15.84,365.83,36.4,18.09,9.91,44.57,17.85,9.92,0,0,0
Bajaj Steel Inds,1087.65,8.43,565.58,0.28,9.54,31.77,98.01,5.92,30.73,Steel,2.07,14.19,0.16,24.83,47.69,18.62,0,19.08,519.75,0.52,526.1,2.65,1.17,0,6,7,1.27,1.54,47.69,23.67,28.96,2.19,,50.65,21.72,1260.61,71.38,107.34,28.96,149.76,52.24,0.07,0,0,0
MSP Steel & Pow.,12,,462.5,0,-1.81,87.61,671.12,7.46,1.4,Steel,0.86,-3,1.41,-8.57,41.62,3.15,100,20.67,1236.66,38.54,13.98,4.51,0.43,0.02,4,4,1.5,2.98,0,1.37,10.91,2.73,,61.27,2.36,,59.24,35.97,10.91,84.3,41.79,0,0,16.6,0
Alliance Integ.,35.45,,411.66,0,-26.04,-29.36,12.62,-23.28,,Steel,,-25.3,,,71.35,-2.56,0,19.08,671.13,11.61,-29.98,0.33,0.11,0,6,0,0.15,-1.09,71.35,-18.11,144.68,2.19,,-923.99,-4.7,,144.68,,144.68,,23.47,5.19,0,0,0
Krishca Strapp.,278.5,35.99,336.15,0,,,,,114.74,Steel,,60.49,5.87,583.75,62.59,3.65,0,19.08,345.23,1.21,,35.18,0.98,8.22,5,2,4.68,9.65,62.59,102.61,28.27,2.19,,24.99,81.67,,31.33,7.32,28.27,10.37,,,,,
Rudra Global,130.65,22.95,327.75,0,4.4,14.58,138.16,43.14,12.38,Steel,3.53,3.75,1.24,14.01,72.88,6.33,0,19.08,440.34,2.51,37.05,2.12,0.35,0,8,4,1.41,3.45,72.88,12.54,34.88,2.19,,117.71,8.93,69.27,124.1,74.76,34.88,163.98,27.12,0,0,0,0
Geekay Wires,311.9,10.1,326,0.8,8.32,222.48,97.8,11.62,27.03,Steel,3.98,12.64,0.72,42.23,59.27,13.62,0,19.08,381.05,1.05,78.41,5.56,1.33,0,9,4,1.9,2.85,59.27,19.09,68.3,2.19,,87.38,25.88,225.62,119.84,5.42,68.3,56.97,,,,,
Manaksia Steels,49.55,14.67,324.72,0,10.15,1507.58,218.23,12.28,6.37,Steel,1.12,2.9,0.17,4.01,74.75,9.47,0,19.08,358.63,6.55,44.31,5.69,0.65,0,5,5,1.93,1.33,74.75,6.84,8.13,2.19,,57.42,8.08,57.42,72.86,8.86,8.13,73.59,24.51,0.73,0.61,0,0
Suraj Products,279.75,11.35,318.92,0.54,8.39,33.39,111.21,48.38,26.8,Steel,3.09,16.41,0.52,28.67,73.7,11.72,0,20.67,371,1.14,90.47,4.74,1,0,6,7,1.8,1.54,73.7,19.3,15.41,2.73,,82.64,25.28,224.04,75.29,6.3,15.41,66.18,26.28,0,0,0.02,0
Mangalam World.,116.6,23.36,285.68,0.86,9.55,,363.88,,9.75,Steel,2.24,6.6,0.67,14.12,63.97,4.15,0,19.08,359.49,2.45,52.12,10.81,1.03,100.06,4,3,3.48,1.45,63.97,6.94,29.57,2.19,,70.69,6.02,86.83,66.97,9.28,29.57,46.68,36.01,0,0,0,0
Suraj,133.4,12.18,244.98,0,4.81,133.5,76.49,-8,,Steel,2.85,,1.13,,75,9.66,0,19.08,338.67,1.84,46.84,,0.52,,0,2,,,75,,,2.19,,,16.53,107.45,,,,,24.62,0,0,0,0
Panchmahal Steel,122.45,,233.63,3.27,0.13,-98.68,107.37,-20.38,4.29,Steel,1.52,0.46,0.5,0.88,74.9,-0.99,5.7,19.08,302.66,1.91,80.63,2.55,0.46,0,2,6,1.65,1.93,70.63,2.81,33.23,2.19,,113.32,-1.02,,138.01,51.02,33.23,155.8,21.16,0,0,3.93,0
Bedmutha Indus.,70.25,18.72,226.65,0,3.71,-19.35,191.89,11.52,12.96,Steel,2.28,2.63,2.53,9.51,57.05,10.11,95.06,19.08,461.15,3.23,30.84,8.28,1.04,0,7,4,1.39,4.97,2.82,14.23,37.17,2.19,,86.11,9.33,51.04,10,74.25,37.17,47.08,42.95,0,0,0,0
Cosmic CRF,322.8,34.86,223.44,0,,,,,35.66,Steel,,15.12,1.93,51.22,72.52,4.43,0,19.08,254.65,0.69,,10.65,0.3,0,3,2,2.86,2.6,72.52,17.35,17.52,2.19,,18.72,16.4,,19.56,66.84,17.52,68.89,1.58,0,,0,
Scan Steels,41.8,,218.83,0,4.71,-77.08,227.15,-25.91,7.95,Steel,0.6,2.18,0.25,3.2,48.11,6.21,13.09,19.08,303.7,5.24,69.91,6.81,0.59,0,5,5,1.98,1.44,41.81,5.61,14.28,2.19,,57.27,3.33,,74.42,6.62,14.28,66.77,51.89,0,0,0,0
Swastik Pipe,92.9,23.82,215.82,0,8.62,,398.25,,11.16,Steel,1.04,2.65,0.53,6.39,64.51,9.16,0,19.08,311.19,2.32,89.67,8.95,1.7,0,3,3,2.08,2.41,64.51,8.45,75.06,2.19,,90.44,7.2,88.7,73.89,41.93,75.06,40.77,35.15,0.34,,0,
Sh. Bajrang All.,235.9,7.25,212.31,0,12.08,-28.73,151.03,193.43,3.22,Steel,0.82,10.46,0.21,14.1,63.97,3.03,0,19.08,266.2,0.9,288.13,12.75,0.65,0,4,7,1.6,1.26,63.97,8.02,41.75,2.19,,37.7,2.14,459.41,61.57,15.92,41.75,35.74,36.03,0,0,0,0
KIC Metaliks,55.55,12.44,197.18,0,1.62,-62.41,229.53,80.79,13.37,Steel,1.11,4.71,0.72,11.02,66.19,10.7,0,16.38,322.44,3.55,50.09,5.4,0.17,0,7,6,1.9,2.22,66.19,7.56,1.05,1.62,,63.81,8.69,70.94,79.34,12.59,1.05,90.88,33.82,0,0,0,0
Chaman Metallics,76.1,10.74,183.67,0,10.28,,116.16,,40.58,Steel,2.39,23.18,0.28,44.92,73.6,14.18,0,20.67,181.01,2.41,31.85,9.6,2.92,0,5,5,3.09,1.94,73.6,33.21,19.15,2.73,,47.4,22.03,71.25,46.83,10.33,19.15,38.01,26.4,0,,0,
Electrotherm(I),138.05,1.63,175.91,0,38.69,186.5,931.45,37.26,9.69,Steel,,1.41,,,31.04,8.85,7.58,19.08,2089.61,1.27,-860.26,4.33,0.18,0,9,5,1.76,-1.6,28.69,10.99,24.74,2.19,,14.79,10.55,,55.62,59.88,24.74,90.75,63.95,4.94,0,0.08,0
Kritika Wires,19.25,26.82,170.86,0.52,1.42,36.54,101.06,53.31,11.55,Steel,2.31,4.95,0.3,8.38,72.89,6.11,0,19.08,191.19,8.88,8.34,6.4,1.09,0,5,7,2.33,1.63,72.89,10.22,46.48,2.19,,81.77,9.87,11.61,77.51,28.38,46.48,59.41,,,,,
Maiden Forgings,120.1,17.76,170.69,0,,,,,18.68,Steel,,8.11,1.66,26.72,73.37,7.99,0,19.08,235.04,1.42,,4.11,0.61,0,6,3,1.86,2.91,73.37,13.1,41.31,2.19,,117.63,14.82,,115.68,24.94,41.31,99.31,,,,,
Visa Steel,14.3,,165.58,0,-14,44.93,234.96,19.35,-7.45,Steel,,-6.18,,,43.32,-3.18,88.48,19.08,1539.12,11.58,-66.68,17.44,0.03,0,5,4,0.46,-1.84,4.99,-10.82,0,2.19,,-225.13,-4.59,,-37.73,46.22,0,8.49,34.71,21.95,0,0,0
Surani Steel Tub,196,,162.37,0,2.91,,64.71,,-0.96,Steel,7.13,-3.49,0.5,-7.29,33.97,-0.22,41.12,19.08,172.89,0.83,27.5,4.45,1.07,0,2,5,2.41,2.09,20,-0.95,14.85,2.19,,81.89,-0.92,,78.21,18.74,14.85,82.1,66.03,0,0,0,0
Bansal Roofing,107.85,30.91,142.18,0,1.15,57.53,28.93,19.89,21.25,Steel,5.91,11.47,0.27,18.98,73.37,4.55,0,19.08,147.89,1.32,18.24,8.23,0.54,1.23,6,6,2.57,1.51,73.37,14.74,9.79,2.19,,20.35,18.15,37.84,35.37,11.22,9.79,36.8,26.54,0.09,0,0,0
Ahlada Engineers,107.1,22.54,138.38,1.31,1.7,153.73,38.18,1.38,8.01,Steel,1.1,2.67,0.26,4.1,50.5,8.11,16.86,19.08,168.98,1.29,97.25,2.67,1.19,0,7,3,0.83,1.52,41.99,4.5,152.11,2.19,,172.15,6.92,101.97,198.99,81.58,152.11,128.46,,,,,
Incredible Indus,29.55,23.26,138.19,0,1.33,343.33,228.18,25.04,7.26,Steel,1.09,2.39,0.39,3.95,74.96,7.94,68.03,19.08,184.23,4.68,27.08,13.68,1.9,0,7,7,3.6,1.62,23.96,4.72,13.43,2.19,,67.1,6.99,27.82,31.75,8.9,13.43,27.22,25.04,0,0,0,0
Dhatre Udyog,125.3,18.55,136.52,0,1.99,53.08,40.35,691.18,17.89,Steel,2.62,12.59,0.05,13.47,90.01,7.43,0,19.08,137.95,1.09,47.74,59.65,22.91,0,4,5,2.02,1.07,90.01,15.15,103.02,2.19,,118.63,18.16,85.18,107.64,1.5,103.02,6.12,9.99,0,0,0,0
S.A.L Steel,16,38.84,135.95,0,0.1,-28.57,153.64,29.44,8.12,Steel,3.27,1.25,3.01,8.92,50.56,6.28,74.96,20.67,260.05,8.5,4.89,7.96,0.84,0,7,2,1.8,6.83,12.66,4.73,50.04,2.73,,31.15,5.9,6.73,79.14,28.39,50.04,57.49,49.44,0,0,0,0
Manaksia Coated,18.95,25.61,124.19,0.16,0.12,-82.09,171.7,23.22,9.74,Steel,1.04,1.1,1.59,4.99,67.43,10.68,0,19.08,293.57,6.55,18.2,2.37,0.37,0,6,4,1.26,4.33,67.43,8.48,24.35,2.19,,72.63,5.72,23.46,66.35,137.97,24.35,179.97,32.57,0,0,0,0
Mahamaya Steel,68.85,20.99,113.15,0,1.66,42.11,220.2,52.08,5.54,Steel,0.84,2.28,0.32,3.58,73.41,7.09,0,19.08,156.07,1.64,81.78,8.45,0.43,0,5,7,3.02,1.6,73.41,5.52,10.2,2.19,,37.3,4.92,81.76,52.43,12.5,10.2,54.73,26.59,0,0,0,0
Shah Alloys,56.15,,111.18,0,0.7,105.88,159.56,-14.89,-2.61,Steel,3.64,-1.05,2.42,-11.16,53.74,-1.43,99.53,19.08,184.65,1.98,15.41,4.59,0.09,1.53,4,5,2.04,10.08,0.25,-9.5,8.74,2.19,,-27.28,-0.88,,-3.98,102.87,8.74,90.14,46.24,0,0,0,0
Hisar Met.Inds.,185.75,11.41,100.31,0.54,1.78,-54.82,62.19,-24.42,18.23,Steel,1.85,7.76,1.26,22.29,61.02,11.23,0,19.08,163.98,0.54,100.46,4.01,0.91,0,7,3,1.96,2.6,61.02,12.58,63.99,2.19,,124.86,12.7,191.82,132.98,25.2,63.99,94.2,38.74,0.24,0,0,0
Prakash Steelage,5.6,4.21,98,0,21.02,1012.17,29.04,73.68,,Steel,,11.09,,,33.41,17.82,0.1,19.08,125.72,17.5,-2.87,4.4,0.16,0,7,3,2.54,-0.75,33.38,,39.74,2.19,,-113.53,59.88,,-131.07,243.69,39.74,72.88,66.44,0,0,0,0
Shah Metacorp,2.8,,94.61,0,1.25,43.68,16.24,2800,0.06,Steel,5.28,1.59,3.83,,36.16,-2.22,0,19.08,133.45,33.79,0.53,3.37,1.58,0,7,3,0.38,5.89,36.16,-0.38,231.74,2.19,,67.64,-2.46,,149.35,156.88,231.74,74.49,63.84,0,0,0,0
Tulsyan NEC,60.97,7.62,91.46,0,-14.05,-270.72,235.74,-24.49,-1.08,Steel,0.23,3.65,0.91,12.29,70.45,-4.14,92.52,19.08,447.18,1.5,263.4,9.72,0.69,0,8,4,1.09,2.32,5.27,-1.15,36.54,2.19,,50.27,-1.98,1322.28,41.59,41.49,36.54,46.54,29.55,0,0,0,0
India Steel,2.28,,90.76,0,-5.45,35.35,0.82,-38.81,-15.35,Steel,1.87,-7.95,1.46,-50.32,50.11,-13.71,22.8,19.08,161.25,39.81,1.22,0.05,0.08,0,4,4,0.01,8.75,38.68,-26.83,17.82,2.19,,-9429.55,-5.36,,-1706.68,7940.46,17.82,6215.96,48.57,0,-0.07,1.33,0.07
Auro Impex,72,15.74,87.85,0,,,,,24.5,Steel,,10.32,2.92,57.32,71.55,8.31,0,19.08,122.84,1.22,,8.29,0.7,0,4,3,3.36,4.32,71.55,15.21,26.7,2.19,,76.73,16.99,,73.72,3.8,26.7,50.82,,,,,
Earthstahl &All.,71.05,11.58,86.97,0,1.75,,43.65,,36.7,Steel,2.44,20.9,0.36,49.64,73.53,11.55,0,19.08,92.57,1.22,29.12,0,0.71,0,4,4,2.56,2.37,73.53,37.72,2.23,2.19,,23.89,18.52,63.4,2.23,,2.23,,26.47,0,,0,
Oil Country,19.55,0.86,86.59,0,-18.71,-30.29,0.21,,47.43,Steel,0.35,27.67,0.26,169.37,49.22,56.47,66.47,19.08,152.22,4.43,56.4,0.04,0.12,0,8,4,0,1.51,16.51,21.3,0,2.19,,8584.26,17.22,169.54,80665,8158.82,0,88823.82,50.65,0.01,0,0.11,0
Vaswani Industri,28.15,12.44,84.45,0,2.76,39.39,93.55,-10,12.53,Steel,0.75,2.87,0.32,5.48,58.33,18.41,0,20.67,108.34,3,37.55,7.17,1.12,0,9,6,1.87,1.86,58.33,8.02,45.78,2.73,,66.46,9.91,43.73,61.68,40.8,45.78,56.7,41.65,0,0,0,0
Kanishk Steel,28.31,7.56,80.51,0,1.41,314.71,107.66,18.53,14.91,Steel,0.83,6.81,0.07,11.14,69.52,23.03,5.43,19.08,67.61,2.84,34.04,5.36,1.55,0,3,8,2.88,1.64,65.75,13.88,10.85,2.19,,54.76,10.54,53.59,57.17,21.83,10.85,68.14,30.48,0,0,0,0
Bihar Sponge,8.9,6.62,80.28,0,0.68,28.3,48.34,-56.9,,Steel,,7.79,,,69.23,15.85,52.05,20.67,77.4,9.02,-7.01,7.83,0.06,0,6,3,3.01,-2.43,33.2,,0,2.73,,-48.03,7.47,,-6.28,64.31,0,58.03,30.7,0,0,0.07,0
Gujarat Intrux,208.2,12.73,71.52,1.44,1.54,-7.23,12.89,-1.98,13.82,Steel,1.23,9.41,0,10.3,58.32,14.91,0,19.08,51.38,0.34,169.07,2.48,11.59,0,7,2,0.84,1.05,58.32,9.77,79.9,2.19,,170.51,12.19,249.46,184.9,32.61,79.9,137.61,41.68,0,0,0,0
Metal Coatings,95.94,28.47,70.32,0,0.51,-37.04,39.23,-21.27,9.23,Steel,1.9,5.95,0,7.78,70.36,4.69,0,19.08,69.54,0.73,50.43,16.28,7.6,0,7,1,3.68,1.25,70.36,7.3,59.91,2.19,,68.91,7.54,61.85,75.41,0.97,59.91,16.47,29.64,0,0,0,0
Nova Iron &Steel,18.11,5.46,65.45,0,1.82,-12.5,182.41,-2.11,7.21,Steel,,-0.3,,,69.81,8.76,0,20.67,396.01,3.61,-14.58,6.36,0.22,0,6,4,1.35,-9.82,69.81,-3.52,0.42,2.73,,-31.63,6.95,,-4.48,54.72,0.42,49.82,28.88,0,0,1.32,0
Sharda Ispat,126.15,11.69,64.08,0,2.31,181.71,60.06,182.77,12.98,Steel,1.74,7.76,0.51,11.53,75,10.18,0,19.08,81.32,0.51,72.55,11.99,1.62,0,3,5,2.79,1.4,75,10.06,30.16,2.19,,105.04,14,132.74,60.86,4.86,30.16,35.56,24.99,0,0,0,0
Garg Furnace,147.7,9.76,59.23,0,0.51,37.84,61.75,-0.05,24.18,Steel,2.86,10.94,0.23,33.53,64.23,10.31,0,19.08,60.69,0.4,51.64,12.66,0.7,0,6,5,4.39,2.62,64.23,29.44,27,2.19,,4.06,10.65,132.64,38.88,15.72,27,27.6,35.75,0,0,0,0
Zenith Steel,3.95,,56.2,0,-2.36,-220.94,24.4,-59.09,,Steel,,-6.36,,,15.64,-4.21,0.2,19.08,269.92,14.23,-18.01,5.01,0.24,0,4,2,0.93,-0.69,15.61,,104.22,2.19,,-177.9,-6.73,,-106.07,272.66,104.22,62.37,84.08,0,0,0.29,0
Chennai Ferrous,141.4,49.49,50.97,0,1.41,-61.68,95.69,211.69,7.55,Steel,1.13,3.17,0,7.48,68.74,2.2,0,20.67,49.91,0.36,125.54,3.38,0.25,0,6,3,1.37,2.28,68.74,9.05,4.42,2.73,,2.56,0.74,89.84,-58.42,278.47,4.42,215.64,31.26,0,0,0,0
Rathi Steel,15.15,4.04,47.43,0,1.79,-21.49,146.56,-23.58,32.13,Steel,,6.1,,,51.47,19.78,100,19.08,123.01,3.13,-22.07,19.57,0.19,0,8,3,3.62,-8.38,0,501.66,4.06,2.19,,-31.29,11.89,,-10.38,36.23,4.06,21.78,39.93,0,0,8.6,0
Pattech Fitwell,61,236.6,47.32,0,,,,,3.61,Steel,,0.99,3.14,4.56,69.06,1.01,0,19.08,64.32,0.78,,5.08,0.79,0,3,0,0.56,3.64,69.06,1.84,215.71,2.19,,225.71,2.44,,215.71,117.85,215.71,117.85,30.94,0,,0,
Remi Edelstahl,41.01,,45.04,0,-0.83,-653.33,21.19,-40.86,3.33,Steel,1.06,0.17,0.57,0.32,74.77,1.4,0,19.08,67.22,1.1,38.53,3.15,0.95,0,5,2,1.54,2.07,74.77,1.91,62.06,2.19,,111.77,1.13,,138.34,33.56,62.06,109.84,25.14,0,0,0.09,0
Bonlon Industrie,31,29.31,43.97,0,0.61,-23.75,89.48,0.28,3.18,Steel,0.57,1.53,0.19,2.22,64.38,4.97,0,19.08,58.36,1.42,54.03,39.88,2.09,0,4,4,4.65,1.43,64.38,2.71,45.94,2.19,,50.15,2.47,35.86,37.28,18.11,45.94,9.45,35.62,0,0,0,0
Ankit Met.Power,3,,42.33,0,-53.17,-293.56,202.91,-2.04,-34.21,Steel,,-8.18,,,71.02,-12.07,100,20.67,1146.15,14.11,-62.55,1.37,0.07,0,5,2,0.71,-1.37,0,-55.71,26.28,2.73,,-106.95,-11.58,,16.94,301.63,26.28,292.29,28.98,0,0,0,0
Natl. Gen. Inds.,74.05,51.84,40.95,0,0.3,211.11,3.1,-30.8,1.11,Steel,1.37,0.65,0.05,0.74,65.62,2.47,0,19.08,42.52,0.55,54.07,5.14,2.8,0,7,3,0.4,1.13,65.62,3.18,35.03,2.19,,200.97,3.13,41.69,69.92,18.79,35.03,53.68,34.38,0,0,0,0
Rathi Bars,24.99,12.26,40.81,0,0.99,2.06,169.76,31.69,5.52,Steel,0.45,1.44,0.8,2.9,64.01,8.41,0,19.08,112.49,1.63,55.33,20.16,1.62,0,6,3,2.69,1.99,64.01,4.24,59.99,2.19,,89.24,5.12,50.39,64.58,8.59,59.99,13.18,35.99,0,0,0,0
Unison Metals,22.08,14.04,35.37,0,-2.74,23.25,54.88,16.84,9.51,Steel,1.2,1.14,2,5.93,51.61,11.17,0,19.08,89.79,1.6,18.34,5.61,0.85,0,6,4,1.59,5.06,51.61,6.75,110.46,2.19,,74.12,6.38,25.48,53.74,126.57,110.46,69.85,48.39,0,0,0,0
Quality Foils,113,18.22,32.25,0,2.06,,104.45,,8.34,Steel,1.18,2.29,1.56,7.52,53.57,8.32,0,19.08,69.13,0.29,95.97,9.07,1.16,0,8,2,2.41,2.82,53.57,6.61,59.06,2.19,,90.9,7.54,155.36,96.8,1.31,59.06,39.04,46.43,0,,0,
Ashiana Ispat,35.26,14.62,28.08,0,-0.44,-168.75,59.29,-58.81,8.55,Steel,0.76,1.84,2.46,8.42,41.59,8.34,0,19.08,118.04,0.8,46.63,13.82,1.05,0,7,2,2.86,4.38,41.59,7.09,57.54,2.19,,75.79,5.77,50.29,56.95,30.69,57.54,30.1,58.4,0,0,0,0
Riddhi Steel,32,7.8,26.53,0,1.16,,115.29,,9.38,Steel,0.53,1.79,2.41,6.93,72.56,11.38,0,19.08,144.24,0.83,60.55,4.4,1.18,0,7,3,1.59,3.88,72.56,6.64,59.11,2.19,,175.38,9.05,74.75,127.58,14.45,59.11,82.92,27.44,0,0,0,0
Aanchal Ispat,11,,22.94,0,-1.86,29.01,44.71,-1,-19.94,Steel,0.99,-19.09,3.49,-67.02,45.48,-20.93,0,19.08,103.76,2.09,11.13,10.97,1.9,0,4,2,1.58,5.3,45.48,-18.38,102.77,2.19,,131.98,-19.51,,133.21,1.97,102.77,32.41,54.52,0,0,0,0
Modern Steels,15.73,1.16,21.65,0,-0.35,-94.44,0,,196.41,Steel,1.69,182.95,0.1,338.23,65.53,84.2,100,19.08,22.4,1.38,9.32,,9.72,0,6,4,0,0.81,0,136.06,,2.19,,,132.07,45.61,,,,,34.41,0,0,0.05,0
Grand Foundry,6.9,,21,0,-0.05,44.44,0,,,Steel,,-261.9,,,70.18,-3.46,0,19.08,25.45,3.04,-1.46,,0,,3,3,0.24,-0.1,70.18,,0,2.19,,-219,-4400,,0,,0,0,29.79,0,0,0.03,0
Supreme Engg.,0.7,,17.5,0,-0.61,-182.43,7.07,47.6,-128.31,Steel,,-95.37,2.67,,41.27,-101.92,18.42,19.08,106.53,25,-2.65,0.3,0.09,0,3,3,0.17,-1.67,33.67,-529.4,20.43,2.19,,-105.53,-193.31,,248.13,123.36,20.43,351.06,,,,,
Bombay Wire,29.86,,15.94,0,-0.08,-33.33,0,,-4.58,Steel,2.18,-6.97,0,-7.24,63.62,-2.08,0,19.08,15.84,0.53,13.67,,21.12,,6,3,0,1.02,63.62,-4.5,,2.19,,,-4.3,,,,,,25.97,0,0,10.41,0
Sh. Steel Wire,34.71,13.68,11.49,0,0.01,120,2.27,-50.65,8.14,Steel,0.85,4.92,0,5.88,29.58,15.35,0,19.08,7.75,0.33,40.83,3.48,3.74,0,9,4,1.14,1.17,29.58,6.54,42.91,2.19,,85.41,7.49,48.27,117.28,22.4,42.91,96.78,70.42,0,0,0,0
Rish.Digh.Steel,20.79,,11.41,0,-0.18,-260,0,-100,-5.18,Steel,1.78,-5.64,0.25,-6.45,74.12,-4,0,19.08,13.01,0.55,11.7,,0.21,,6,2,0,1.18,74.12,-6.51,365,2.19,,154395,-6.47,,365,,365,,25.87,0,0,0,0
T N Steel Tubes,21.98,19.08,11.26,0,0.04,100,18.96,-25.41,5.97,Steel,1.22,1.65,0.68,5.68,13.61,5.49,0,19.08,17.48,0.51,18.05,5.82,1.56,0,3,4,2.98,3.34,13.61,2.91,53.72,2.19,,104.43,2.95,21.62,115.01,9.44,53.72,70.73,85.01,0,0,1.38,0
Aryavan Enter.,29.13,,11.22,0,-0.03,,0,,-8.02,Steel,3.73,-7.79,0.01,-8.59,64.54,-2.68,0,19.08,11.21,0.39,7.82,,31.1,0,5,2,0.05,1.15,64.54,-8.91,1325.53,2.19,,5763.16,-9.65,,1325.53,,1325.53,0,35.45,0,0,0,0
Rajas. Tube Mfg,23.75,10.01,10.71,0,0.32,60,25.48,-21.84,10.82,Steel,1.42,3.38,2.06,13.58,54.48,9.41,0,19.08,26.13,0.45,16.75,6.04,0.54,0,4,4,3.52,3.76,54.48,10.3,33.88,2.19,,71.33,8.59,29.91,70.38,19.29,33.88,55.79,45.51,0,0,0,0
Ahm. Steelcraft,24.2,,9.9,0,-0.15,31.82,0.46,91.67,-2.08,Steel,0.4,-2.29,0,-2.35,67.78,-6.67,0,19.08,8.1,0.41,60.97,,10.75,0,3,4,0.03,1.03,67.78,-6.43,735.29,2.19,,1296.01,-2.08,,735.29,,735.29,0,32.22,0,0,0,0
Mukat Pipes,6.7,56.64,7.93,0,0.15,225,1.3,94.03,,Steel,,-2.81,,,73.71,2.91,0,19.08,10.99,1.18,-6.09,2.52,0.32,0,5,2,0.78,-0.59,73.71,1.27,0,2.19,,-87.11,7.21,,217.45,15.53,0,232.98,26.29,0,0,0,0
Pact Industries,1.35,,7.48,0,-1.8,-1185.71,4.79,111.01,2.2,Steel,1.01,-4.59,1.52,-12.96,66.37,-7.68,0,19.08,18.61,5.54,1.34,2.82,1.07,0,5,2,1.02,3.01,66.37,2.31,219.25,2.19,,261.1,-5.97,,267.55,77.1,219.25,125.39,33.64,0,0,0,0
Umiya Tubes,6.45,,6.45,0,-1.05,-10600,0.36,-87.28,-17.72,Steel,0.46,-15.9,0.44,-27.51,49.98,-38.08,0,19.08,11.87,1,14.01,1.71,2.38,0,2,2,0.28,1.83,49.98,-16.33,485.15,2.19,,739.12,-19.87,,608.29,58.55,485.15,181.69,50.03,0,0,0,0
P.M. Telelinnks,6.25,28.64,6.3,0,0.05,,7.39,36.1,2.75,Steel,0.74,1.33,0,1.91,48.03,4.94,0,19.08,6.28,1.01,8.4,,2.51,0,3,1,2.66,1.42,48.03,1.92,154.57,2.19,,93.36,2.23,6.42,154.57,,154.57,0,51.97,0,0,0,0
Heera Ispat,9.18,,5.4,0,-0.12,33.33,0,,-220,Steel,90.01,-100,1,,18.03,-1.89,0,19.08,5.29,0.59,0.1,,1.64,,5,3,0,1.83,18.03,-84.62,,2.19,,,-55.56,,,,,,81.97,0,0,0,0
Gopal Iron Stl.,10.9,59.56,5.36,0,0,100,0,,9.85,Steel,6.23,4.91,0.6,16.35,40.99,1.54,0,19.08,5.83,0.49,1.75,,0.37,0,7,3,0.42,3.08,40.99,9.85,0,2.19,,-219,3.33,2.68,0,,0,0,59.01,0,0,0,0
