Sector Name,Dummy,Percentage Allocation,Scheme Name,Fund House,Type,Sub-Category,Category
Automobile and Auto Components,,6.48%,Invesco India Nifty 50 Exchange Traded Fund,Invesco Mutual Fund,Open Ended,ETFs - Others,Other
Sovereign,,95.92%,Invesco India Nifty G-sec Jul 2027 Index Fund,Invesco Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,4.08%,Invesco India Nifty G-sec Jul 2027 Index Fund,Invesco Mutual Fund,Open Ended,Index Funds,Other
Sovereign,,92.77%,Invesco India Nifty G-sec Sep 2032 Index Fund,Invesco Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,7.23%,Invesco India Nifty G-sec Sep 2032 Index Fund,Invesco Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,96.02%,Invesco India Overnight Fund,Invesco Mutual Fund,Open Ended,Overnight Fund,Debt
Sovereign,,3.98%,Invesco India Overnight Fund,Invesco Mutual Fund,Open Ended,Overnight Fund,Debt
"Oil, Gas & Consumable Fuels",,24.34%,Invesco India PSU Equity Fund,Invesco Mutual Fund,Open Ended,Thematic,Equity
Capital Goods,,22.71%,Invesco India PSU Equity Fund,Invesco Mutual Fund,Open Ended,Thematic,Equity
Financial Services,,22.43%,Invesco India PSU Equity Fund,Invesco Mutual Fund,Open Ended,Thematic,Equity
Power,,20.42%,Invesco India PSU Equity Fund,Invesco Mutual Fund,Open Ended,Thematic,Equity
Current Assets,,5.34%,Invesco India PSU Equity Fund,Invesco Mutual Fund,Open Ended,Thematic,Equity
Sovereign,,43.71%,Invesco India Short Duration Fund,Invesco Mutual Fund,Open Ended,Short Duration Fund,Debt
Financial Services,,41.13%,Invesco India Short Duration Fund,Invesco Mutual Fund,Open Ended,Short Duration Fund,Debt
Services,,6.77%,Invesco India Short Duration Fund,Invesco Mutual Fund,Open Ended,Short Duration Fund,Debt
Current Assets,,4.82%,Invesco India Short Duration Fund,Invesco Mutual Fund,Open Ended,Short Duration Fund,Debt
Realty,,1.92%,Invesco India Short Duration Fund,Invesco Mutual Fund,Open Ended,Short Duration Fund,Debt
Financial Services,,27.52%,Invesco India Smallcap Fund,Invesco Mutual Fund,Open Ended,Small cap Fund,Equity
Capital Goods,,12.38%,Invesco India Smallcap Fund,Invesco Mutual Fund,Open Ended,Small cap Fund,Equity
Automobile and Auto Components,,10.23%,Invesco India Smallcap Fund,Invesco Mutual Fund,Open Ended,Small cap Fund,Equity
Healthcare,,9.13%,Invesco India Smallcap Fund,Invesco Mutual Fund,Open Ended,Small cap Fund,Equity
Consumer Durables,,8.70%,Invesco India Smallcap Fund,Invesco Mutual Fund,Open Ended,Small cap Fund,Equity
Financial Services,,62.81%,Invesco India Ultra Short Duration Fund,Invesco Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
Sovereign,,12.59%,Invesco India Ultra Short Duration Fund,Invesco Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
"Oil, Gas & Consumable Fuels",,10.22%,Invesco India Ultra Short Duration Fund,Invesco Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
Current Assets,,7.43%,Invesco India Ultra Short Duration Fund,Invesco Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
Telecommunication,,2.90%,Invesco India Ultra Short Duration Fund,Invesco Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
Current Assets,,48.63%,ITI Arbitrage Fund,ITI Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Miscellaneous,,33.69%,ITI Arbitrage Fund,ITI Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Financial Services,,10.62%,ITI Arbitrage Fund,ITI Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Mutual Funds,,7.26%,ITI Arbitrage Fund,ITI Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Fast Moving Consumer Goods,,-,ITI Arbitrage Fund,ITI Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Financial Services,,28.52%,ITI Balanced Advantage Fund,ITI Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Current Assets,,18.78%,ITI Balanced Advantage Fund,ITI Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Information Technology,,10.66%,ITI Balanced Advantage Fund,ITI Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Sovereign,,7.53%,ITI Balanced Advantage Fund,ITI Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Miscellaneous,,7.06%,ITI Balanced Advantage Fund,ITI Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Financial Services,,95.65%,ITI Banking and Financial Services Fund,ITI Mutual Fund,Open Ended,Sectoral,Equity
Current Assets,,4.35%,ITI Banking and Financial Services Fund,ITI Mutual Fund,Open Ended,Sectoral,Equity
Current Assets,,56.62%,ITI Conservative Hybrid Fund,ITI Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Financial Services,,23.35%,ITI Conservative Hybrid Fund,ITI Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Sovereign,,3.28%,ITI Conservative Hybrid Fund,ITI Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Information Technology,,3.23%,ITI Conservative Hybrid Fund,ITI Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
"Oil, Gas & Consumable Fuels",,2.16%,ITI Conservative Hybrid Fund,ITI Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Sovereign,,44.37%,ITI Dynamic Bond Fund,ITI Mutual Fund,Open Ended,Dynamic Bond,Debt
Current Assets,,29.41%,ITI Dynamic Bond Fund,ITI Mutual Fund,Open Ended,Dynamic Bond,Debt
Financial Services,,25.74%,ITI Dynamic Bond Fund,ITI Mutual Fund,Open Ended,Dynamic Bond,Debt
Mutual Funds,,0.48%,ITI Dynamic Bond Fund,ITI Mutual Fund,Open Ended,Dynamic Bond,Debt
Financial Services,,20.62%,ITI ELSS Tax Saver Fund,ITI Mutual Fund,Open Ended,ELSS,Equity
Automobile and Auto Components,,10.22%,ITI ELSS Tax Saver Fund,ITI Mutual Fund,Open Ended,ELSS,Equity
Capital Goods,,10.20%,ITI ELSS Tax Saver Fund,ITI Mutual Fund,Open Ended,ELSS,Equity
Information Technology,,8.55%,ITI ELSS Tax Saver Fund,ITI Mutual Fund,Open Ended,ELSS,Equity
Consumer Services,,7.70%,ITI ELSS Tax Saver Fund,ITI Mutual Fund,Open Ended,ELSS,Equity
Financial Services,,25.05%,ITI Flexi Cap Fund,ITI Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Capital Goods,,17.13%,ITI Flexi Cap Fund,ITI Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Automobile and Auto Components,,7.23%,ITI Flexi Cap Fund,ITI Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Current Assets,,5.83%,ITI Flexi Cap Fund,ITI Mutual Fund,Open Ended,Flexi Cap Fund,Equity
"Oil, Gas & Consumable Fuels",,5.60%,ITI Flexi Cap Fund,ITI Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Financial Services,,22.23%,ITI Focused Equity Fund,ITI Mutual Fund,Open Ended,Focused Fund,Equity
Capital Goods,,20.11%,ITI Focused Equity Fund,ITI Mutual Fund,Open Ended,Focused Fund,Equity
Automobile and Auto Components,,10.86%,ITI Focused Equity Fund,ITI Mutual Fund,Open Ended,Focused Fund,Equity
Construction,,6.99%,ITI Focused Equity Fund,ITI Mutual Fund,Open Ended,Focused Fund,Equity
Information Technology,,6.05%,ITI Focused Equity Fund,ITI Mutual Fund,Open Ended,Focused Fund,Equity
Financial Services,,33.10%,ITI Large Cap Fund,ITI Mutual Fund,Open Ended,Large Cap Fund,Equity
Information Technology,,9.76%,ITI Large Cap Fund,ITI Mutual Fund,Open Ended,Large Cap Fund,Equity
"Oil, Gas & Consumable Fuels",,9.00%,ITI Large Cap Fund,ITI Mutual Fund,Open Ended,Large Cap Fund,Equity
Automobile and Auto Components,,5.62%,ITI Large Cap Fund,ITI Mutual Fund,Open Ended,Large Cap Fund,Equity
Fast Moving Consumer Goods,,5.62%,ITI Large Cap Fund,ITI Mutual Fund,Open Ended,Large Cap Fund,Equity
Current Assets,,65.74%,ITI Liquid Fund,ITI Mutual Fund,Open Ended,Liquid Fund,Debt
Financial Services,,33.92%,ITI Liquid Fund,ITI Mutual Fund,Open Ended,Liquid Fund,Debt
Mutual Funds,,0.34%,ITI Liquid Fund,ITI Mutual Fund,Open Ended,Liquid Fund,Debt
Capital Goods,,20.21%,ITI Mid Cap Fund,ITI Mutual Fund,Open Ended,Mid Cap Fund,Equity
Financial Services,,18.17%,ITI Mid Cap Fund,ITI Mutual Fund,Open Ended,Mid Cap Fund,Equity
Healthcare,,8.28%,ITI Mid Cap Fund,ITI Mutual Fund,Open Ended,Mid Cap Fund,Equity
Automobile and Auto Components,,7.72%,ITI Mid Cap Fund,ITI Mutual Fund,Open Ended,Mid Cap Fund,Equity
Information Technology,,6.96%,ITI Mid Cap Fund,ITI Mutual Fund,Open Ended,Mid Cap Fund,Equity
Financial Services,,25.89%,ITI Multi Cap Fund,ITI Mutual Fund,Open Ended,Multi Cap Fund,Equity
Capital Goods,,14.59%,ITI Multi Cap Fund,ITI Mutual Fund,Open Ended,Multi Cap Fund,Equity
Information Technology,,6.16%,ITI Multi Cap Fund,ITI Mutual Fund,Open Ended,Multi Cap Fund,Equity
Consumer Services,,6.01%,ITI Multi Cap Fund,ITI Mutual Fund,Open Ended,Multi Cap Fund,Equity
Automobile and Auto Components,,5.64%,ITI Multi Cap Fund,ITI Mutual Fund,Open Ended,Multi Cap Fund,Equity
Current Assets,,100.00%,ITI Overnight Fund,ITI Mutual Fund,Open Ended,Overnight Fund,Debt
Healthcare,,93.41%,ITI Pharma and Healthcare Fund,ITI Mutual Fund,Open Ended,Sectoral,Equity
Chemicals,,4.34%,ITI Pharma and Healthcare Fund,ITI Mutual Fund,Open Ended,Sectoral,Equity
Current Assets,,2.24%,ITI Pharma and Healthcare Fund,ITI Mutual Fund,Open Ended,Sectoral,Equity
Financial Services,,22.79%,ITI Small Cap Fund,ITI Mutual Fund,Open Ended,Small cap Fund,Equity
Capital Goods,,19.99%,ITI Small Cap Fund,ITI Mutual Fund,Open Ended,Small cap Fund,Equity
Healthcare,,7.39%,ITI Small Cap Fund,ITI Mutual Fund,Open Ended,Small cap Fund,Equity
Automobile and Auto Components,,5.75%,ITI Small Cap Fund,ITI Mutual Fund,Open Ended,Small cap Fund,Equity
Consumer Durables,,5.46%,ITI Small Cap Fund,ITI Mutual Fund,Open Ended,Small cap Fund,Equity
Financial Services,,47.77%,ITI Ultra Short Duration Fund,ITI Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
Current Assets,,39.09%,ITI Ultra Short Duration Fund,ITI Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
Sovereign,,7.93%,ITI Ultra Short Duration Fund,ITI Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
"Oil, Gas & Consumable Fuels",,4.90%,ITI Ultra Short Duration Fund,ITI Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
Mutual Funds,,0.31%,ITI Ultra Short Duration Fund,ITI Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
Financial Services,,25.41%,ITI Value Fund,ITI Mutual Fund,Open Ended,Value Fund,Equity
"Oil, Gas & Consumable Fuels",,7.15%,ITI Value Fund,ITI Mutual Fund,Open Ended,Value Fund,Equity
Capital Goods,,6.70%,ITI Value Fund,ITI Mutual Fund,Open Ended,Value Fund,Equity
Power,,6.52%,ITI Value Fund,ITI Mutual Fund,Open Ended,Value Fund,Equity
Information Technology,,6.25%,ITI Value Fund,ITI Mutual Fund,Open Ended,Value Fund,Equity
Financial Services,,20.68%,JM Aggressive Hybrid Fund,JM Financial Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Sovereign,,12.93%,JM Aggressive Hybrid Fund,JM Financial Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Capital Goods,,9.27%,JM Aggressive Hybrid Fund,JM Financial Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Automobile and Auto Components,,8.78%,JM Aggressive Hybrid Fund,JM Financial Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Realty,,5.02%,JM Aggressive Hybrid Fund,JM Financial Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Miscellaneous,,70.17%,JM Arbitrage Fund,JM Financial Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Mutual Funds,,12.01%,JM Arbitrage Fund,JM Financial Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Sovereign,,10.31%,JM Arbitrage Fund,JM Financial Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Financial Services,,5.00%,JM Arbitrage Fund,JM Financial Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Current Assets,,2.94%,JM Arbitrage Fund,JM Financial Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Sovereign,,84.13%,JM Dynamic Bond Fund,JM Financial Mutual Fund,Open Ended,Dynamic Bond,Debt
Current Assets,,15.60%,JM Dynamic Bond Fund,JM Financial Mutual Fund,Open Ended,Dynamic Bond,Debt
Mutual Funds,,0.26%,JM Dynamic Bond Fund,JM Financial Mutual Fund,Open Ended,Dynamic Bond,Debt
Financial Services,,29.07%,JM ELSS Tax Saver Fund,JM Financial Mutual Fund,Open Ended,ELSS,Equity
Capital Goods,,12.43%,JM ELSS Tax Saver Fund,JM Financial Mutual Fund,Open Ended,ELSS,Equity
Consumer Services,,9.53%,JM ELSS Tax Saver Fund,JM Financial Mutual Fund,Open Ended,ELSS,Equity
Information Technology,,8.23%,JM ELSS Tax Saver Fund,JM Financial Mutual Fund,Open Ended,ELSS,Equity
Fast Moving Consumer Goods,,6.76%,JM ELSS Tax Saver Fund,JM Financial Mutual Fund,Open Ended,ELSS,Equity
Financial Services,,26.05%,JM Flexicap Fund,JM Financial Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Capital Goods,,8.50%,JM Flexicap Fund,JM Financial Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Automobile and Auto Components,,7.28%,JM Flexicap Fund,JM Financial Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Power,,7.11%,JM Flexicap Fund,JM Financial Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Healthcare,,5.58%,JM Flexicap Fund,JM Financial Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Financial Services,,18.77%,JM Focused Fund,JM Financial Mutual Fund,Open Ended,Focused Fund,Equity
Automobile and Auto Components,,16.04%,JM Focused Fund,JM Financial Mutual Fund,Open Ended,Focused Fund,Equity
Capital Goods,,10.59%,JM Focused Fund,JM Financial Mutual Fund,Open Ended,Focused Fund,Equity
Consumer Services,,8.84%,JM Focused Fund,JM Financial Mutual Fund,Open Ended,Focused Fund,Equity
Information Technology,,5.91%,JM Focused Fund,JM Financial Mutual Fund,Open Ended,Focused Fund,Equity
Financial Services,,27.52%,JM Large Cap Fund,JM Financial Mutual Fund,Open Ended,Large Cap Fund,Equity
Automobile and Auto Components,,10.01%,JM Large Cap Fund,JM Financial Mutual Fund,Open Ended,Large Cap Fund,Equity
Construction Materials,,9.94%,JM Large Cap Fund,JM Financial Mutual Fund,Open Ended,Large Cap Fund,Equity
Information Technology,,8.90%,JM Large Cap Fund,JM Financial Mutual Fund,Open Ended,Large Cap Fund,Equity
Power,,8.52%,JM Large Cap Fund,JM Financial Mutual Fund,Open Ended,Large Cap Fund,Equity
Financial Services,,72.40%,JM Liquid Fund,JM Financial Mutual Fund,Open Ended,Liquid Fund,Debt
Sovereign,,12.93%,JM Liquid Fund,JM Financial Mutual Fund,Open Ended,Liquid Fund,Debt
Current Assets,,10.87%,JM Liquid Fund,JM Financial Mutual Fund,Open Ended,Liquid Fund,Debt
Consumer Services,,3.46%,JM Liquid Fund,JM Financial Mutual Fund,Open Ended,Liquid Fund,Debt
Mutual Funds,,0.34%,JM Liquid Fund,JM Financial Mutual Fund,Open Ended,Liquid Fund,Debt
Capital Goods,,18.03%,JM Midcap Fund,JM Financial Mutual Fund,Open Ended,Mid Cap Fund,Equity
Financial Services,,16.48%,JM Midcap Fund,JM Financial Mutual Fund,Open Ended,Mid Cap Fund,Equity
Healthcare,,8.53%,JM Midcap Fund,JM Financial Mutual Fund,Open Ended,Mid Cap Fund,Equity
Automobile and Auto Components,,7.61%,JM Midcap Fund,JM Financial Mutual Fund,Open Ended,Mid Cap Fund,Equity
Consumer Services,,7.38%,JM Midcap Fund,JM Financial Mutual Fund,Open Ended,Mid Cap Fund,Equity
Financial Services,,47.51%,JM Short Duration Fund,JM Financial Mutual Fund,Open Ended,Short Duration Fund,Debt
Sovereign,,41.59%,JM Short Duration Fund,JM Financial Mutual Fund,Open Ended,Short Duration Fund,Debt
Current Assets,,5.74%,JM Short Duration Fund,JM Financial Mutual Fund,Open Ended,Short Duration Fund,Debt
Services,,4.89%,JM Short Duration Fund,JM Financial Mutual Fund,Open Ended,Short Duration Fund,Debt
Mutual Funds,,0.27%,JM Short Duration Fund,JM Financial Mutual Fund,Open Ended,Short Duration Fund,Debt
Financial Services,,21.95%,JM Value Fund,JM Financial Mutual Fund,Open Ended,Value Fund,Equity
Capital Goods,,9.14%,JM Value Fund,JM Financial Mutual Fund,Open Ended,Value Fund,Equity
Automobile and Auto Components,,7.10%,JM Value Fund,JM Financial Mutual Fund,Open Ended,Value Fund,Equity
Information Technology,,5.93%,JM Value Fund,JM Financial Mutual Fund,Open Ended,Value Fund,Equity
Fast Moving Consumer Goods,,5.72%,JM Value Fund,JM Financial Mutual Fund,Open Ended,Value Fund,Equity
Mutual Funds,,95.78%,Kotak All Weather Debt FOF,Kotak Mahindra Mutual Fund,Open Ended,FoF - Domestic,Other
Current Assets,,4.22%,Kotak All Weather Debt FOF,Kotak Mahindra Mutual Fund,Open Ended,FoF - Domestic,Other
Miscellaneous,,21.20%,Kotak Balanced Advantage Fund,Kotak Mahindra Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Financial Services,,18.39%,Kotak Balanced Advantage Fund,Kotak Mahindra Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Sovereign,,16.74%,Kotak Balanced Advantage Fund,Kotak Mahindra Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Automobile and Auto Components,,6.50%,Kotak Balanced Advantage Fund,Kotak Mahindra Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Information Technology,,6.42%,Kotak Balanced Advantage Fund,Kotak Mahindra Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Financial Services,,95.26%,Kotak Banking & Financial Services Fund,Kotak Mahindra Mutual Fund,Open Ended,Sectoral,Equity
Current Assets,,4.74%,Kotak Banking & Financial Services Fund,Kotak Mahindra Mutual Fund,Open Ended,Sectoral,Equity
Financial Services,,62.61%,Kotak Banking and PSU Debt Fund,Kotak Mahindra Mutual Fund,Open Ended,Banking and PSU Fund,Debt
Sovereign,,18.88%,Kotak Banking and PSU Debt Fund,Kotak Mahindra Mutual Fund,Open Ended,Banking and PSU Fund,Debt
Power,,6.16%,Kotak Banking and PSU Debt Fund,Kotak Mahindra Mutual Fund,Open Ended,Banking and PSU Fund,Debt
Construction,,5.34%,Kotak Banking and PSU Debt Fund,Kotak Mahindra Mutual Fund,Open Ended,Banking and PSU Fund,Debt
Current Assets,,5.09%,Kotak Banking and PSU Debt Fund,Kotak Mahindra Mutual Fund,Open Ended,Banking and PSU Fund,Debt
Financial Services,,26.02%,Kotak Bluechip Fund,Kotak Mahindra Mutual Fund,Open Ended,Large Cap Fund,Equity
Automobile and Auto Components,,12.36%,Kotak Bluechip Fund,Kotak Mahindra Mutual Fund,Open Ended,Large Cap Fund,Equity
Information Technology,,11.97%,Kotak Bluechip Fund,Kotak Mahindra Mutual Fund,Open Ended,Large Cap Fund,Equity
Fast Moving Consumer Goods,,8.95%,Kotak Bluechip Fund,Kotak Mahindra Mutual Fund,Open Ended,Large Cap Fund,Equity
"Oil, Gas & Consumable Fuels",,7.95%,Kotak Bluechip Fund,Kotak Mahindra Mutual Fund,Open Ended,Large Cap Fund,Equity
Financial Services,,27.00%,Kotak Business Cycle Fund,Kotak Mahindra Mutual Fund,Open Ended,Thematic,Equity
Capital Goods,,13.82%,Kotak Business Cycle Fund,Kotak Mahindra Mutual Fund,Open Ended,Thematic,Equity
Consumer Durables,,9.47%,Kotak Business Cycle Fund,Kotak Mahindra Mutual Fund,Open Ended,Thematic,Equity
Automobile and Auto Components,,8.24%,Kotak Business Cycle Fund,Kotak Mahindra Mutual Fund,Open Ended,Thematic,Equity
Fast Moving Consumer Goods,,7.74%,Kotak Business Cycle Fund,Kotak Mahindra Mutual Fund,Open Ended,Thematic,Equity
Fast Moving Consumer Goods,,32.23%,Kotak Consumption Fund,Kotak Mahindra Mutual Fund,Open Ended,Thematic,Equity
Automobile and Auto Components,,23.37%,Kotak Consumption Fund,Kotak Mahindra Mutual Fund,Open Ended,Thematic,Equity
Telecommunication,,8.61%,Kotak Consumption Fund,Kotak Mahindra Mutual Fund,Open Ended,Thematic,Equity
Consumer Services,,8.34%,Kotak Consumption Fund,Kotak Mahindra Mutual Fund,Open Ended,Thematic,Equity
"Media, Entertainment & Publication",,7.51%,Kotak Consumption Fund,Kotak Mahindra Mutual Fund,Open Ended,Thematic,Equity
Financial Services,,56.98%,Kotak Corporate Bond Fund,Kotak Mahindra Mutual Fund,Open Ended,Corporate Bond Fund,Debt
Sovereign,,25.09%,Kotak Corporate Bond Fund,Kotak Mahindra Mutual Fund,Open Ended,Corporate Bond Fund,Debt
Power,,6.04%,Kotak Corporate Bond Fund,Kotak Mahindra Mutual Fund,Open Ended,Corporate Bond Fund,Debt
